TREE	ALN	ALNLEN	mean_BSS	median_BSS	evoRate
69373at147550.cds.clipkit.FT.tre	69373at147550.cds.clipkit	3642	0.8454	0.8454	0.0578
70329at147550.cds.clipkit.FT.tre	70329at147550.cds.clipkit	1500	0.8348	0.8348	0.074
70065at147550.cds.clipkit.FT.tre	70065at147550.cds.clipkit	4692	0.8768	0.8768	0.0877
70293at147550.cds.clipkit.FT.tre	70293at147550.cds.clipkit	2250	0.8294	0.8294	0.0456
70533at147550.cds.clipkit.FT.tre	70533at147550.cds.clipkit	1104	0.7883	0.7883	0.0375
70092at147550.cds.clipkit.FT.tre	70092at147550.cds.clipkit	4386	0.8278	0.8278	0.069
70291at147550.cds.clipkit.FT.tre	70291at147550.cds.clipkit	4965	0.8817	0.8817	0.0856
70810at147550.cds.clipkit.FT.tre	70810at147550.cds.clipkit	1443	0.805	0.805	0.0536
70168at147550.cds.clipkit.FT.tre	70168at147550.cds.clipkit	2778	0.8467	0.8467	0.0952
69340at147550.cds.clipkit.FT.tre	69340at147550.cds.clipkit	2277	0.8407	0.8407	0.0738
70408at147550.cds.clipkit.FT.tre	70408at147550.cds.clipkit	786	0.7251	0.7251	0.0102
69988at147550.cds.clipkit.FT.tre	69988at147550.cds.clipkit	1044	0.7643	0.7643	0.0335
70642at147550.cds.clipkit.FT.tre	70642at147550.cds.clipkit	9765	0.8994	0.8994	0.056
70235at147550.cds.clipkit.FT.tre	70235at147550.cds.clipkit	3408	0.7932	0.7932	0.0426
70930at147550.cds.clipkit.FT.tre	70930at147550.cds.clipkit	6165	0.8535	0.8535	0.0593
7049at147550.cds.clipkit.FT.tre	7049at147550.cds.clipkit	2862	0.8538	0.8538	0.0528
70854at147550.cds.clipkit.FT.tre	70854at147550.cds.clipkit	5022	0.8637	0.8637	0.1969
70428at147550.cds.clipkit.FT.tre	70428at147550.cds.clipkit	3327	0.8384	0.8384	0.0632
70530at147550.cds.clipkit.FT.tre	70530at147550.cds.clipkit	3879	0.8347	0.8347	0.0797
70828at147550.cds.clipkit.FT.tre	70828at147550.cds.clipkit	4809	0.9	0.9	0.1234
70711at147550.cds.clipkit.FT.tre	70711at147550.cds.clipkit	1650	0.772	0.772	0.0557
70150at147550.cds.clipkit.FT.tre	70150at147550.cds.clipkit	2655	0.8185	0.8185	0.056
70875at147550.cds.clipkit.FT.tre	70875at147550.cds.clipkit	6825	0.8749	0.8749	0.18
70935at147550.cds.clipkit.FT.tre	70935at147550.cds.clipkit	1278	0.8269	0.8269	0.0272
71163at147550.cds.clipkit.FT.tre	71163at147550.cds.clipkit	3213	0.7993	0.7993	0.0551
7088at147550.cds.clipkit.FT.tre	7088at147550.cds.clipkit	8157	0.8951	0.8951	0.1643
71120at147550.cds.clipkit.FT.tre	71120at147550.cds.clipkit	1428	0.8091	0.8091	0.0394
70622at147550.cds.clipkit.FT.tre	70622at147550.cds.clipkit	900	0.7657	0.7657	0.0258
70677at147550.cds.clipkit.FT.tre	70677at147550.cds.clipkit	1230	0.8128	0.8128	0.043
7134at147550.cds.clipkit.FT.tre	7134at147550.cds.clipkit	7389	0.8922	0.8922	0.0395
71062at147550.cds.clipkit.FT.tre	71062at147550.cds.clipkit	2232	0.851	0.851	0.0555
71402at147550.cds.clipkit.FT.tre	71402at147550.cds.clipkit	1416	0.7792	0.7792	0.035
71182at147550.cds.clipkit.FT.tre	71182at147550.cds.clipkit	2850	0.8368	0.8368	0.0708
71443at147550.cds.clipkit.FT.tre	71443at147550.cds.clipkit	1989	0.8562	0.8562	0.0789
7136at147550.cds.clipkit.FT.tre	7136at147550.cds.clipkit	14001	0.9237	0.9237	0.089
70434at147550.cds.clipkit.FT.tre	70434at147550.cds.clipkit	4983	0.8865	0.8865	0.1182
70861at147550.cds.clipkit.FT.tre	70861at147550.cds.clipkit	1056	0.7743	0.7743	0.0387
7138at147550.cds.clipkit.FT.tre	7138at147550.cds.clipkit	7014	0.8996	0.8996	0.0507
7133at147550.cds.clipkit.FT.tre	7133at147550.cds.clipkit	4878	0.8958	0.8958	0.0781
7097at147550.cds.clipkit.FT.tre	7097at147550.cds.clipkit	8247	0.9041	0.9041	0.0879
71525at147550.cds.clipkit.FT.tre	71525at147550.cds.clipkit	2718	0.7871	0.7871	0.0318
71310at147550.cds.clipkit.FT.tre	71310at147550.cds.clipkit	2187	0.8292	0.8292	0.0424
716at147550.cds.clipkit.FT.tre	716at147550.cds.clipkit	12120	0.9296	0.9296	0.093
71522at147550.cds.clipkit.FT.tre	71522at147550.cds.clipkit	3948	0.8112	0.8112	0.0329
71700at147550.cds.clipkit.FT.tre	71700at147550.cds.clipkit	1137	0.7249	0.7249	0.0177
71659at147550.cds.clipkit.FT.tre	71659at147550.cds.clipkit	5577	0.8492	0.8492	0.0389
71691at147550.cds.clipkit.FT.tre	71691at147550.cds.clipkit	3870	0.8906	0.8906	0.1506
71509at147550.cds.clipkit.FT.tre	71509at147550.cds.clipkit	3258	0.8163	0.8163	0.0542
71861at147550.cds.clipkit.FT.tre	71861at147550.cds.clipkit	4161	0.843	0.843	0.2356
71771at147550.cds.clipkit.FT.tre	71771at147550.cds.clipkit	2556	0.8266	0.8266	0.0759
71972at147550.cds.clipkit.FT.tre	71972at147550.cds.clipkit	2628	0.8341	0.8341	0.0644
71981at147550.cds.clipkit.FT.tre	71981at147550.cds.clipkit	3477	0.8097	0.8097	0.0911
71998at147550.cds.clipkit.FT.tre	71998at147550.cds.clipkit	5166	0.8299	0.8299	0.0673
72116at147550.cds.clipkit.FT.tre	72116at147550.cds.clipkit	1593	0.8131	0.8131	0.0591
72215at147550.cds.clipkit.FT.tre	72215at147550.cds.clipkit	1389	0.8318	0.8318	0.0563
72216at147550.cds.clipkit.FT.tre	72216at147550.cds.clipkit	2109	0.8282	0.8282	0.0699
72224at147550.cds.clipkit.FT.tre	72224at147550.cds.clipkit	2526	0.8337	0.8337	0.0422
72178at147550.cds.clipkit.FT.tre	72178at147550.cds.clipkit	1215	0.802	0.802	0.0347
72285at147550.cds.clipkit.FT.tre	72285at147550.cds.clipkit	1230	0.7457	0.7457	0.0323
72304at147550.cds.clipkit.FT.tre	72304at147550.cds.clipkit	2970	0.8426	0.8426	0.0376
72333at147550.cds.clipkit.FT.tre	72333at147550.cds.clipkit	2076	0.8433	0.8433	0.1101
72344at147550.cds.clipkit.FT.tre	72344at147550.cds.clipkit	1611	0.8007	0.8007	0.0632
72343at147550.cds.clipkit.FT.tre	72343at147550.cds.clipkit	5874	0.7917	0.7917	0.0507
72397at147550.cds.clipkit.FT.tre	72397at147550.cds.clipkit	1896	0.7956	0.7956	0.0649
72538at147550.cds.clipkit.FT.tre	72538at147550.cds.clipkit	3810	0.7865	0.7865	0.0965
72765at147550.cds.clipkit.FT.tre	72765at147550.cds.clipkit	1680	0.8171	0.8171	0.0742
72854at147550.cds.clipkit.FT.tre	72854at147550.cds.clipkit	2703	0.8556	0.8556	0.0572
72891at147550.cds.clipkit.FT.tre	72891at147550.cds.clipkit	2319	0.7957	0.7957	0.0492
72922at147550.cds.clipkit.FT.tre	72922at147550.cds.clipkit	3114	0.8347	0.8347	0.0358
7242at147550.cds.clipkit.FT.tre	7242at147550.cds.clipkit	6348	0.88	0.88	0.1181
72503at147550.cds.clipkit.FT.tre	72503at147550.cds.clipkit	4842	0.8262	0.8262	0.0639
72808at147550.cds.clipkit.FT.tre	72808at147550.cds.clipkit	3855	0.8169	0.8169	0.0439
72441at147550.cds.clipkit.FT.tre	72441at147550.cds.clipkit	2412	0.8733	0.8733	0.0495
72405at147550.cds.clipkit.FT.tre	72405at147550.cds.clipkit	7251	0.812	0.812	0.0336
73710at147550.cds.clipkit.FT.tre	73710at147550.cds.clipkit	996	0.8237	0.8237	0.0435
73284at147550.cds.clipkit.FT.tre	73284at147550.cds.clipkit	3093	0.8363	0.8363	0.0944
7277at147550.cds.clipkit.FT.tre	7277at147550.cds.clipkit	6834	0.9099	0.9099	0.0528
72881at147550.cds.clipkit.FT.tre	72881at147550.cds.clipkit	1080	0.784	0.784	0.0322
73825at147550.cds.clipkit.FT.tre	73825at147550.cds.clipkit	1182	0.7953	0.7953	0.0415
73251at147550.cds.clipkit.FT.tre	73251at147550.cds.clipkit	4524	0.7689	0.7689	0.0287
73272at147550.cds.clipkit.FT.tre	73272at147550.cds.clipkit	7629	0.8572	0.8572	0.2162
73287at147550.cds.clipkit.FT.tre	73287at147550.cds.clipkit	1059	0.7282	0.7282	0.0429
73308at147550.cds.clipkit.FT.tre	73308at147550.cds.clipkit	4926	0.8861	0.8861	0.3952
72884at147550.cds.clipkit.FT.tre	72884at147550.cds.clipkit	1173	0.8187	0.8187	0.0566
73680at147550.cds.clipkit.FT.tre	73680at147550.cds.clipkit	2331	0.8354	0.8354	0.0808
73608at147550.cds.clipkit.FT.tre	73608at147550.cds.clipkit	1461	0.7585	0.7585	0.0329
73310at147550.cds.clipkit.FT.tre	73310at147550.cds.clipkit	5100	0.8695	0.8695	0.1064
73875at147550.cds.clipkit.FT.tre	73875at147550.cds.clipkit	1362	0.7601	0.7601	0.0296
73293at147550.cds.clipkit.FT.tre	73293at147550.cds.clipkit	2163	0.7649	0.7649	0.0551
7297at147550.cds.clipkit.FT.tre	7297at147550.cds.clipkit	5655	0.8566	0.8566	0.0486
74044at147550.cds.clipkit.FT.tre	74044at147550.cds.clipkit	2367	0.8632	0.8632	0.1342
73824at147550.cds.clipkit.FT.tre	73824at147550.cds.clipkit	2469	0.7572	0.7572	0.0137
73643at147550.cds.clipkit.FT.tre	73643at147550.cds.clipkit	1410	0.7872	0.7872	0.0312
73040at147550.cds.clipkit.FT.tre	73040at147550.cds.clipkit	1983	0.8571	0.8571	0.0799
72946at147550.cds.clipkit.FT.tre	72946at147550.cds.clipkit	2919	0.833	0.833	0.0631
73931at147550.cds.clipkit.FT.tre	73931at147550.cds.clipkit	5316	0.8633	0.8633	0.0959
74015at147550.cds.clipkit.FT.tre	74015at147550.cds.clipkit	1989	0.8457	0.8457	0.0639
74288at147550.cds.clipkit.FT.tre	74288at147550.cds.clipkit	2133	0.8397	0.8397	0.049
73116at147550.cds.clipkit.FT.tre	73116at147550.cds.clipkit	1596	0.7286	0.7286	0.0383
73518at147550.cds.clipkit.FT.tre	73518at147550.cds.clipkit	2283	0.7918	0.7918	0.0279
73790at147550.cds.clipkit.FT.tre	73790at147550.cds.clipkit	1590	0.806	0.806	0.0567
74128at147550.cds.clipkit.FT.tre	74128at147550.cds.clipkit	4770	0.8245	0.8245	0.0445
74287at147550.cds.clipkit.FT.tre	74287at147550.cds.clipkit	3723	0.8702	0.8702	0.0902
73462at147550.cds.clipkit.FT.tre	73462at147550.cds.clipkit	4818	0.903	0.903	0.0907
74249at147550.cds.clipkit.FT.tre	74249at147550.cds.clipkit	1452	0.7826	0.7826	0.0392
74142at147550.cds.clipkit.FT.tre	74142at147550.cds.clipkit	3423	0.8174	0.8174	0.045
74339at147550.cds.clipkit.FT.tre	74339at147550.cds.clipkit	2481	0.793	0.793	0.1321
73907at147550.cds.clipkit.FT.tre	73907at147550.cds.clipkit	4017	0.7957	0.7957	0.0497
74200at147550.cds.clipkit.FT.tre	74200at147550.cds.clipkit	6720	0.8785	0.8785	0.1271
74159at147550.cds.clipkit.FT.tre	74159at147550.cds.clipkit	3465	0.8355	0.8355	0.1576
7438at147550.cds.clipkit.FT.tre	7438at147550.cds.clipkit	6843	0.8901	0.8901	0.0641
74280at147550.cds.clipkit.FT.tre	74280at147550.cds.clipkit	927	0.7657	0.7657	0.0231
74402at147550.cds.clipkit.FT.tre	74402at147550.cds.clipkit	1419	0.8482	0.8482	0.0749
74479at147550.cds.clipkit.FT.tre	74479at147550.cds.clipkit	2139	0.7996	0.7996	0.0466
74486at147550.cds.clipkit.FT.tre	74486at147550.cds.clipkit	1902	0.8009	0.8009	0.0398
74480at147550.cds.clipkit.FT.tre	74480at147550.cds.clipkit	2100	0.8148	0.8148	0.0588
74509at147550.cds.clipkit.FT.tre	74509at147550.cds.clipkit	1311	0.7661	0.7661	0.0473
74524at147550.cds.clipkit.FT.tre	74524at147550.cds.clipkit	2994	0.8347	0.8347	0.1321
7459at147550.cds.clipkit.FT.tre	7459at147550.cds.clipkit	4185	0.847	0.847	0.0259
74747at147550.cds.clipkit.FT.tre	74747at147550.cds.clipkit	8991	0.8455	0.8455	0.1802
74964at147550.cds.clipkit.FT.tre	74964at147550.cds.clipkit	2025	0.8351	0.8351	0.0817
74864at147550.cds.clipkit.FT.tre	74864at147550.cds.clipkit	1599	0.8302	0.8302	0.062
74755at147550.cds.clipkit.FT.tre	74755at147550.cds.clipkit	1014	0.7571	0.7571	0.0372
7477at147550.cds.clipkit.FT.tre	7477at147550.cds.clipkit	4197	0.8881	0.8881	0.0345
74986at147550.cds.clipkit.FT.tre	74986at147550.cds.clipkit	1851	0.7737	0.7737	0.0225
75010at147550.cds.clipkit.FT.tre	75010at147550.cds.clipkit	1146	0.743	0.743	0.0187
75183at147550.cds.clipkit.FT.tre	75183at147550.cds.clipkit	1713	0.7793	0.7793	0.0438
7541at147550.cds.clipkit.FT.tre	7541at147550.cds.clipkit	15465	0.9278	0.9278	0.102
75376at147550.cds.clipkit.FT.tre	75376at147550.cds.clipkit	1101	0.789	0.789	0.0451
75430at147550.cds.clipkit.FT.tre	75430at147550.cds.clipkit	3261	0.8881	0.8881	0.1786
75265at147550.cds.clipkit.FT.tre	75265at147550.cds.clipkit	1386	0.7739	0.7739	0.0408
75524at147550.cds.clipkit.FT.tre	75524at147550.cds.clipkit	1842	0.8041	0.8041	0.0716
75707at147550.cds.clipkit.FT.tre	75707at147550.cds.clipkit	2100	0.82	0.82	0.0532
76111at147550.cds.clipkit.FT.tre	76111at147550.cds.clipkit	1179	0.7795	0.7795	0.0347
76102at147550.cds.clipkit.FT.tre	76102at147550.cds.clipkit	1716	0.817	0.817	0.0371
75436at147550.cds.clipkit.FT.tre	75436at147550.cds.clipkit	2097	0.8498	0.8498	0.0427
75387at147550.cds.clipkit.FT.tre	75387at147550.cds.clipkit	2079	0.7933	0.7933	0.0819
75649at147550.cds.clipkit.FT.tre	75649at147550.cds.clipkit	1371	0.8174	0.8174	0.0578
75263at147550.cds.clipkit.FT.tre	75263at147550.cds.clipkit	2772	0.8176	0.8176	0.1057
75728at147550.cds.clipkit.FT.tre	75728at147550.cds.clipkit	1314	0.8296	0.8296	0.0546
75748at147550.cds.clipkit.FT.tre	75748at147550.cds.clipkit	3402	0.8804	0.8804	0.2609
75604at147550.cds.clipkit.FT.tre	75604at147550.cds.clipkit	1173	0.7948	0.7948	0.0356
75729at147550.cds.clipkit.FT.tre	75729at147550.cds.clipkit	4407	0.8621	0.8621	0.0497
755at147550.cds.clipkit.FT.tre	755at147550.cds.clipkit	10752	0.8904	0.8904	0.0475
76224at147550.cds.clipkit.FT.tre	76224at147550.cds.clipkit	3465	0.8415	0.8415	0.1426
76113at147550.cds.clipkit.FT.tre	76113at147550.cds.clipkit	1389	0.8278	0.8278	0.0672
7618at147550.cds.clipkit.FT.tre	7618at147550.cds.clipkit	13866	0.9192	0.9192	0.204
75859at147550.cds.clipkit.FT.tre	75859at147550.cds.clipkit	1518	0.8106	0.8106	0.1376
76324at147550.cds.clipkit.FT.tre	76324at147550.cds.clipkit	2109	0.8442	0.8442	0.0393
75954at147550.cds.clipkit.FT.tre	75954at147550.cds.clipkit	5583	0.8655	0.8655	0.0423
76812at147550.cds.clipkit.FT.tre	76812at147550.cds.clipkit	1239	0.782	0.782	0.0416
75280at147550.cds.clipkit.FT.tre	75280at147550.cds.clipkit	2958	0.8347	0.8347	0.059
76680at147550.cds.clipkit.FT.tre	76680at147550.cds.clipkit	1836	0.8658	0.8658	0.0918
75814at147550.cds.clipkit.FT.tre	75814at147550.cds.clipkit	1560	0.8378	0.8378	0.0644
76420at147550.cds.clipkit.FT.tre	76420at147550.cds.clipkit	2379	0.8122	0.8122	0.0572
76707at147550.cds.clipkit.FT.tre	76707at147550.cds.clipkit	3012	0.8827	0.8827	0.1951
7599at147550.cds.clipkit.FT.tre	7599at147550.cds.clipkit	6069	0.8933	0.8933	0.1147
75736at147550.cds.clipkit.FT.tre	75736at147550.cds.clipkit	1137	0.7868	0.7868	0.0455
76386at147550.cds.clipkit.FT.tre	76386at147550.cds.clipkit	2526	0.7405	0.7405	0.0257
75733at147550.cds.clipkit.FT.tre	75733at147550.cds.clipkit	3996	0.8506	0.8506	0.0531
76665at147550.cds.clipkit.FT.tre	76665at147550.cds.clipkit	2841	0.85	0.85	0.0748
7613at147550.cds.clipkit.FT.tre	7613at147550.cds.clipkit	4659	0.8879	0.8879	0.0351
76593at147550.cds.clipkit.FT.tre	76593at147550.cds.clipkit	2373	0.7891	0.7891	0.0307
76105at147550.cds.clipkit.FT.tre	76105at147550.cds.clipkit	4128	0.8389	0.8389	0.0505
76449at147550.cds.clipkit.FT.tre	76449at147550.cds.clipkit	1602	0.8523	0.8523	0.084
77134at147550.cds.clipkit.FT.tre	77134at147550.cds.clipkit	1962	0.7986	0.7986	0.0463
76830at147550.cds.clipkit.FT.tre	76830at147550.cds.clipkit	996	0.6893	0.6893	0.013
75921at147550.cds.clipkit.FT.tre	75921at147550.cds.clipkit	2400	0.8915	0.8915	0.1611
77056at147550.cds.clipkit.FT.tre	77056at147550.cds.clipkit	2718	0.8253	0.8253	0.0589
7653at147550.cds.clipkit.FT.tre	7653at147550.cds.clipkit	6237	0.9006	0.9006	0.1554
76799at147550.cds.clipkit.FT.tre	76799at147550.cds.clipkit	7485	0.8741	0.8741	0.0471
76888at147550.cds.clipkit.FT.tre	76888at147550.cds.clipkit	4356	0.8599	0.8599	0.0928
7685at147550.cds.clipkit.FT.tre	7685at147550.cds.clipkit	3393	0.8852	0.8852	0.0452
76925at147550.cds.clipkit.FT.tre	76925at147550.cds.clipkit	1605	0.8524	0.8524	0.0486
77295at147550.cds.clipkit.FT.tre	77295at147550.cds.clipkit	1002	0.7869	0.7869	0.0372
77391at147550.cds.clipkit.FT.tre	77391at147550.cds.clipkit	1656	0.8239	0.8239	0.0462
77381at147550.cds.clipkit.FT.tre	77381at147550.cds.clipkit	2901	0.8405	0.8405	0.0722
77176at147550.cds.clipkit.FT.tre	77176at147550.cds.clipkit	2214	0.8588	0.8588	0.142
77409at147550.cds.clipkit.FT.tre	77409at147550.cds.clipkit	4521	0.855	0.855	0.0598
77491at147550.cds.clipkit.FT.tre	77491at147550.cds.clipkit	5481	0.858	0.858	0.0832
77528at147550.cds.clipkit.FT.tre	77528at147550.cds.clipkit	933	0.7717	0.7717	0.0308
77684at147550.cds.clipkit.FT.tre	77684at147550.cds.clipkit	2568	0.8211	0.8211	0.0331
7769at147550.cds.clipkit.FT.tre	7769at147550.cds.clipkit	10743	0.8881	0.8881	0.0336
77701at147550.cds.clipkit.FT.tre	77701at147550.cds.clipkit	3162	0.8497	0.8497	0.0579
77695at147550.cds.clipkit.FT.tre	77695at147550.cds.clipkit	2358	0.8123	0.8123	0.1073
77786at147550.cds.clipkit.FT.tre	77786at147550.cds.clipkit	1635	0.8052	0.8052	0.0441
77733at147550.cds.clipkit.FT.tre	77733at147550.cds.clipkit	3105	0.7485	0.7485	0.0265
77767at147550.cds.clipkit.FT.tre	77767at147550.cds.clipkit	1302	0.7951	0.7951	0.0434
77756at147550.cds.clipkit.FT.tre	77756at147550.cds.clipkit	1350	0.8048	0.8048	0.0397
77803at147550.cds.clipkit.FT.tre	77803at147550.cds.clipkit	5661	0.8323	0.8323	0.0634
77853at147550.cds.clipkit.FT.tre	77853at147550.cds.clipkit	2211	0.8236	0.8236	0.0458
7791at147550.cds.clipkit.FT.tre	7791at147550.cds.clipkit	5286	0.8517	0.8517	0.0379
783at147550.cds.clipkit.FT.tre	783at147550.cds.clipkit	13005	0.9257	0.9257	0.114
78406at147550.cds.clipkit.FT.tre	78406at147550.cds.clipkit	1950	0.8188	0.8188	0.0485
78456at147550.cds.clipkit.FT.tre	78456at147550.cds.clipkit	753	0.7246	0.7246	0.0314
78060at147550.cds.clipkit.FT.tre	78060at147550.cds.clipkit	7161	0.8925	0.8925	0.1065
77825at147550.cds.clipkit.FT.tre	77825at147550.cds.clipkit	3309	0.8786	0.8786	0.0928
77950at147550.cds.clipkit.FT.tre	77950at147550.cds.clipkit	1209	0.7115	0.7115	0.0244
77826at147550.cds.clipkit.FT.tre	77826at147550.cds.clipkit	2991	0.8534	0.8534	0.0749
79108at147550.cds.clipkit.FT.tre	79108at147550.cds.clipkit	4365	0.863	0.863	0.0899
77903at147550.cds.clipkit.FT.tre	77903at147550.cds.clipkit	744	0.6746	0.6746	0.0117
78018at147550.cds.clipkit.FT.tre	78018at147550.cds.clipkit	2349	0.8334	0.8334	0.1533
78192at147550.cds.clipkit.FT.tre	78192at147550.cds.clipkit	6363	0.8873	0.8873	0.1363
7847at147550.cds.clipkit.FT.tre	7847at147550.cds.clipkit	8571	0.8858	0.8858	0.1204
78047at147550.cds.clipkit.FT.tre	78047at147550.cds.clipkit	5379	0.8722	0.8722	0.0725
78754at147550.cds.clipkit.FT.tre	78754at147550.cds.clipkit	2763	0.8307	0.8307	0.0521
78522at147550.cds.clipkit.FT.tre	78522at147550.cds.clipkit	3360	0.8597	0.8597	0.0612
78437at147550.cds.clipkit.FT.tre	78437at147550.cds.clipkit	8685	0.8444	0.8444	0.052
7814at147550.cds.clipkit.FT.tre	7814at147550.cds.clipkit	3720	0.8837	0.8837	0.0645
78250at147550.cds.clipkit.FT.tre	78250at147550.cds.clipkit	4596	0.8318	0.8318	0.0854
7803at147550.cds.clipkit.FT.tre	7803at147550.cds.clipkit	21465	0.9345	0.9345	0.0618
79114at147550.cds.clipkit.FT.tre	79114at147550.cds.clipkit	4002	0.8243	0.8243	0.0485
7820at147550.cds.clipkit.FT.tre	7820at147550.cds.clipkit	7266	0.8761	0.8761	0.0469
78728at147550.cds.clipkit.FT.tre	78728at147550.cds.clipkit	1671	0.8435	0.8435	0.0848
78580at147550.cds.clipkit.FT.tre	78580at147550.cds.clipkit	1107	0.8005	0.8005	0.0431
79064at147550.cds.clipkit.FT.tre	79064at147550.cds.clipkit	1467	0.8266	0.8266	0.035
78005at147550.cds.clipkit.FT.tre	78005at147550.cds.clipkit	1197	0.7986	0.7986	0.0544
78841at147550.cds.clipkit.FT.tre	78841at147550.cds.clipkit	1209	0.7872	0.7872	0.039
78470at147550.cds.clipkit.FT.tre	78470at147550.cds.clipkit	1140	0.6391	0.6391	0.0101
78057at147550.cds.clipkit.FT.tre	78057at147550.cds.clipkit	3093	0.8638	0.8638	0.0576
79435at147550.cds.clipkit.FT.tre	79435at147550.cds.clipkit	3609	0.8513	0.8513	0.0755
7886at147550.cds.clipkit.FT.tre	7886at147550.cds.clipkit	8709	0.9008	0.9008	0.0969
79107at147550.cds.clipkit.FT.tre	79107at147550.cds.clipkit	2460	0.8209	0.8209	0.0783
78948at147550.cds.clipkit.FT.tre	78948at147550.cds.clipkit	1356	0.8363	0.8363	0.0793
79121at147550.cds.clipkit.FT.tre	79121at147550.cds.clipkit	3054	0.8905	0.8905	0.063
79157at147550.cds.clipkit.FT.tre	79157at147550.cds.clipkit	2115	0.705	0.705	0.0263
79010at147550.cds.clipkit.FT.tre	79010at147550.cds.clipkit	1218	0.7548	0.7548	0.0412
78727at147550.cds.clipkit.FT.tre	78727at147550.cds.clipkit	3732	0.8796	0.8796	0.1089
792at147550.cds.clipkit.FT.tre	792at147550.cds.clipkit	9144	0.9013	0.9013	0.0472
79542at147550.cds.clipkit.FT.tre	79542at147550.cds.clipkit	2829	0.851	0.851	0.0791
79345at147550.cds.clipkit.FT.tre	79345at147550.cds.clipkit	2193	0.7983	0.7983	0.0633
79089at147550.cds.clipkit.FT.tre	79089at147550.cds.clipkit	1614	0.7939	0.7939	0.0371
78874at147550.cds.clipkit.FT.tre	78874at147550.cds.clipkit	1731	0.7882	0.7882	0.0326
79276at147550.cds.clipkit.FT.tre	79276at147550.cds.clipkit	1560	0.7808	0.7808	0.0488
79460at147550.cds.clipkit.FT.tre	79460at147550.cds.clipkit	924	0.8259	0.8259	0.121
79430at147550.cds.clipkit.FT.tre	79430at147550.cds.clipkit	5160	0.8678	0.8678	0.0988
79456at147550.cds.clipkit.FT.tre	79456at147550.cds.clipkit	1047	0.8012	0.8012	0.0493
7945at147550.cds.clipkit.FT.tre	7945at147550.cds.clipkit	4515	0.8746	0.8746	0.0988
79626at147550.cds.clipkit.FT.tre	79626at147550.cds.clipkit	2106	0.8288	0.8288	0.0559
79665at147550.cds.clipkit.FT.tre	79665at147550.cds.clipkit	1542	0.7557	0.7557	0.0398
79651at147550.cds.clipkit.FT.tre	79651at147550.cds.clipkit	2694	0.8312	0.8312	0.1049
79637at147550.cds.clipkit.FT.tre	79637at147550.cds.clipkit	3735	0.8568	0.8568	0.1339
79656at147550.cds.clipkit.FT.tre	79656at147550.cds.clipkit	11445	0.9186	0.9186	0.1198
79764at147550.cds.clipkit.FT.tre	79764at147550.cds.clipkit	2106	0.8399	0.8399	0.0536
79738at147550.cds.clipkit.FT.tre	79738at147550.cds.clipkit	2556	0.8198	0.8198	0.0406
79844at147550.cds.clipkit.FT.tre	79844at147550.cds.clipkit	1491	0.8378	0.8378	0.0367
80019at147550.cds.clipkit.FT.tre	80019at147550.cds.clipkit	4452	0.8208	0.8208	0.1582
79864at147550.cds.clipkit.FT.tre	79864at147550.cds.clipkit	1866	0.8403	0.8403	0.0406
80109at147550.cds.clipkit.FT.tre	80109at147550.cds.clipkit	1578	0.8254	0.8254	0.0512
80012at147550.cds.clipkit.FT.tre	80012at147550.cds.clipkit	2364	0.734	0.734	0.0397
79902at147550.cds.clipkit.FT.tre	79902at147550.cds.clipkit	1788	0.826	0.826	0.0498
80043at147550.cds.clipkit.FT.tre	80043at147550.cds.clipkit	2553	0.8117	0.8117	0.0403
80085at147550.cds.clipkit.FT.tre	80085at147550.cds.clipkit	3924	0.8162	0.8162	0.0331
80134at147550.cds.clipkit.FT.tre	80134at147550.cds.clipkit	4140	0.8735	0.8735	0.1875
80116at147550.cds.clipkit.FT.tre	80116at147550.cds.clipkit	3798	0.8566	0.8566	0.0861
80552at147550.cds.clipkit.FT.tre	80552at147550.cds.clipkit	1155	0.7887	0.7887	0.0479
80192at147550.cds.clipkit.FT.tre	80192at147550.cds.clipkit	1650	0.8235	0.8235	0.0574
80338at147550.cds.clipkit.FT.tre	80338at147550.cds.clipkit	4350	0.8384	0.8384	0.0796
80915at147550.cds.clipkit.FT.tre	80915at147550.cds.clipkit	1833	0.828	0.828	0.0601
81190at147550.cds.clipkit.FT.tre	81190at147550.cds.clipkit	1578	0.8071	0.8071	0.0477
80434at147550.cds.clipkit.FT.tre	80434at147550.cds.clipkit	2493	0.8369	0.8369	0.0535
80565at147550.cds.clipkit.FT.tre	80565at147550.cds.clipkit	3552	0.8491	0.8491	0.0558
80677at147550.cds.clipkit.FT.tre	80677at147550.cds.clipkit	1428	0.7955	0.7955	0.0542
80362at147550.cds.clipkit.FT.tre	80362at147550.cds.clipkit	1074	0.826	0.826	0.0558
80272at147550.cds.clipkit.FT.tre	80272at147550.cds.clipkit	4149	0.8852	0.8852	0.0517
80408at147550.cds.clipkit.FT.tre	80408at147550.cds.clipkit	1278	0.781	0.781	0.0451
8077at147550.cds.clipkit.FT.tre	8077at147550.cds.clipkit	3705	0.8501	0.8501	0.0434
80874at147550.cds.clipkit.FT.tre	80874at147550.cds.clipkit	1866	0.8314	0.8314	0.0457
80686at147550.cds.clipkit.FT.tre	80686at147550.cds.clipkit	1077	0.7873	0.7873	0.0381
80522at147550.cds.clipkit.FT.tre	80522at147550.cds.clipkit	2169	0.8234	0.8234	0.0517
