TREE	ALN	ALNLEN	mean_BSS	median_BSS	evoRate
57981at147550.aa.clipkit.FT.tre	57981at147550.aa.clipkit	776	0.8005	0.8005	0.2654
60099at147550.aa.clipkit.FT.tre	60099at147550.aa.clipkit	909	0.8385	0.8385	0.4515
59263at147550.aa.clipkit.FT.tre	59263at147550.aa.clipkit	546	0.8196	0.8196	0.3544
59832at147550.aa.clipkit.FT.tre	59832at147550.aa.clipkit	505	0.7412	0.7412	0.0507
59885at147550.aa.clipkit.FT.tre	59885at147550.aa.clipkit	336	0.6852	0.6852	0.0155
60406at147550.aa.clipkit.FT.tre	60406at147550.aa.clipkit	535	0.7115	0.7115	0.0487
6036at147550.aa.clipkit.FT.tre	6036at147550.aa.clipkit	1261	0.7927	0.7927	0.0262
60541at147550.aa.clipkit.FT.tre	60541at147550.aa.clipkit	564	0.6771	0.6771	0.0677
58590at147550.aa.clipkit.FT.tre	58590at147550.aa.clipkit	780	0.8732	0.8732	0.6246
59415at147550.aa.clipkit.FT.tre	59415at147550.aa.clipkit	624	0.7788	0.7788	0.0723
5924at147550.aa.clipkit.FT.tre	5924at147550.aa.clipkit	1009	0.669	0.669	0.0198
60300at147550.aa.clipkit.FT.tre	60300at147550.aa.clipkit	336	0.587	0.587	0.0281
60514at147550.aa.clipkit.FT.tre	60514at147550.aa.clipkit	430	0.7084	0.7084	0.0306
60419at147550.aa.clipkit.FT.tre	60419at147550.aa.clipkit	815	0.7882	0.7882	0.0752
59911at147550.aa.clipkit.FT.tre	59911at147550.aa.clipkit	730	0.797	0.797	0.1836
59591at147550.aa.clipkit.FT.tre	59591at147550.aa.clipkit	410	0.6815	0.6815	0.0272
60625at147550.aa.clipkit.FT.tre	60625at147550.aa.clipkit	730	0.686	0.686	0.0385
6062at147550.aa.clipkit.FT.tre	6062at147550.aa.clipkit	1103	0.7751	0.7751	0.1037
60964at147550.aa.clipkit.FT.tre	60964at147550.aa.clipkit	663	0.7688	0.7688	0.0476
60912at147550.aa.clipkit.FT.tre	60912at147550.aa.clipkit	654	0.7639	0.7639	0.062
60978at147550.aa.clipkit.FT.tre	60978at147550.aa.clipkit	1158	0.8643	0.8643	0.1844
60699at147550.aa.clipkit.FT.tre	60699at147550.aa.clipkit	415	0.7517	0.7517	0.0459
60737at147550.aa.clipkit.FT.tre	60737at147550.aa.clipkit	474	0.7254	0.7254	0.1728
60953at147550.aa.clipkit.FT.tre	60953at147550.aa.clipkit	555	0.7483	0.7483	0.076
62040at147550.aa.clipkit.FT.tre	62040at147550.aa.clipkit	464	0.6658	0.6658	0.0147
61099at147550.aa.clipkit.FT.tre	61099at147550.aa.clipkit	558	0.7158	0.7158	0.0273
61639at147550.aa.clipkit.FT.tre	61639at147550.aa.clipkit	872	0.8286	0.8286	0.1772
61818at147550.aa.clipkit.FT.tre	61818at147550.aa.clipkit	468	0.6663	0.6663	0.0337
61540at147550.aa.clipkit.FT.tre	61540at147550.aa.clipkit	531	0.7294	0.7294	0.1768
61211at147550.aa.clipkit.FT.tre	61211at147550.aa.clipkit	500	0.7679	0.7679	0.1076
60at147550.aa.clipkit.FT.tre	60at147550.aa.clipkit	4422	0.7967	0.7967	0.015
61508at147550.aa.clipkit.FT.tre	61508at147550.aa.clipkit	475	0.6691	0.6691	0.0189
62057at147550.aa.clipkit.FT.tre	62057at147550.aa.clipkit	327	0.7182	0.7182	0.0366
62394at147550.aa.clipkit.FT.tre	62394at147550.aa.clipkit	768	0.7649	0.7649	0.0472
61030at147550.aa.clipkit.FT.tre	61030at147550.aa.clipkit	516	0.6603	0.6603	0.064
61357at147550.aa.clipkit.FT.tre	61357at147550.aa.clipkit	367	0.6894	0.6894	0.0099
62562at147550.aa.clipkit.FT.tre	62562at147550.aa.clipkit	658	0.8189	0.8189	0.106
61098at147550.aa.clipkit.FT.tre	61098at147550.aa.clipkit	485	0.633	0.633	0.0288
61604at147550.aa.clipkit.FT.tre	61604at147550.aa.clipkit	474	0.7527	0.7527	0.0613
62484at147550.aa.clipkit.FT.tre	62484at147550.aa.clipkit	427	0.583	0.583	0.0211
62138at147550.aa.clipkit.FT.tre	62138at147550.aa.clipkit	384	0.6718	0.6718	0.0217
61904at147550.aa.clipkit.FT.tre	61904at147550.aa.clipkit	499	0.7497	0.7497	0.0921
62638at147550.aa.clipkit.FT.tre	62638at147550.aa.clipkit	427	0.6602	0.6602	0.0457
6124at147550.aa.clipkit.FT.tre	6124at147550.aa.clipkit	2282	0.8711	0.8711	0.262
61914at147550.aa.clipkit.FT.tre	61914at147550.aa.clipkit	388	0.6775	0.6775	0.0144
62260at147550.aa.clipkit.FT.tre	62260at147550.aa.clipkit	445	0.7423	0.7423	0.0581
63608at147550.aa.clipkit.FT.tre	63608at147550.aa.clipkit	479	0.7379	0.7379	0.0515
63189at147550.aa.clipkit.FT.tre	63189at147550.aa.clipkit	585	0.753	0.753	0.0706
627at147550.aa.clipkit.FT.tre	627at147550.aa.clipkit	2100	0.849	0.849	0.0533
62572at147550.aa.clipkit.FT.tre	62572at147550.aa.clipkit	379	0.713	0.713	0.0408
6195at147550.aa.clipkit.FT.tre	6195at147550.aa.clipkit	998	0.7151	0.7151	0.0141
6164at147550.aa.clipkit.FT.tre	6164at147550.aa.clipkit	1034	0.7624	0.7624	0.0495
61564at147550.aa.clipkit.FT.tre	61564at147550.aa.clipkit	342	0.5663	0.5663	0.015
6322at147550.aa.clipkit.FT.tre	6322at147550.aa.clipkit	1082	0.8174	0.8174	0.1328
6157at147550.aa.clipkit.FT.tre	6157at147550.aa.clipkit	1050	0.7854	0.7854	0.035
61362at147550.aa.clipkit.FT.tre	61362at147550.aa.clipkit	487	0.7104	0.7104	0.0288
6359at147550.aa.clipkit.FT.tre	6359at147550.aa.clipkit	932	0.7774	0.7774	0.0596
62329at147550.aa.clipkit.FT.tre	62329at147550.aa.clipkit	375	0.7202	0.7202	0.0911
62373at147550.aa.clipkit.FT.tre	62373at147550.aa.clipkit	340	0.6696	0.6696	0.0314
6309at147550.aa.clipkit.FT.tre	6309at147550.aa.clipkit	1109	0.7058	0.7058	0.0259
617at147550.aa.clipkit.FT.tre	617at147550.aa.clipkit	2719	0.8259	0.8259	0.0253
62644at147550.aa.clipkit.FT.tre	62644at147550.aa.clipkit	401	0.6309	0.6309	0.0176
62998at147550.aa.clipkit.FT.tre	62998at147550.aa.clipkit	505	0.7612	0.7612	0.0434
63761at147550.aa.clipkit.FT.tre	63761at147550.aa.clipkit	604	0.7245	0.7245	0.0378
62877at147550.aa.clipkit.FT.tre	62877at147550.aa.clipkit	491	0.6889	0.6889	0.0542
62653at147550.aa.clipkit.FT.tre	62653at147550.aa.clipkit	481	0.6705	0.6705	0.0306
62943at147550.aa.clipkit.FT.tre	62943at147550.aa.clipkit	402	0.72	0.72	0.0272
6342at147550.aa.clipkit.FT.tre	6342at147550.aa.clipkit	1983	0.8958	0.8958	0.2937
62948at147550.aa.clipkit.FT.tre	62948at147550.aa.clipkit	429	0.6866	0.6866	0.046
63088at147550.aa.clipkit.FT.tre	63088at147550.aa.clipkit	614	0.7102	0.7102	0.0297
61471at147550.aa.clipkit.FT.tre	61471at147550.aa.clipkit	542	0.7815	0.7815	0.1053
634at147550.aa.clipkit.FT.tre	634at147550.aa.clipkit	2435	0.8347	0.8347	0.0424
62577at147550.aa.clipkit.FT.tre	62577at147550.aa.clipkit	355	0.5858	0.5858	0.028
63642at147550.aa.clipkit.FT.tre	63642at147550.aa.clipkit	605	0.7907	0.7907	0.0936
63619at147550.aa.clipkit.FT.tre	63619at147550.aa.clipkit	479	0.6625	0.6625	0.0421
62770at147550.aa.clipkit.FT.tre	62770at147550.aa.clipkit	1279	0.7975	0.7975	0.3322
63517at147550.aa.clipkit.FT.tre	63517at147550.aa.clipkit	575	0.7592	0.7592	0.0947
63062at147550.aa.clipkit.FT.tre	63062at147550.aa.clipkit	407	0.6481	0.6481	0.0268
62512at147550.aa.clipkit.FT.tre	62512at147550.aa.clipkit	438	0.6752	0.6752	0.0449
63779at147550.aa.clipkit.FT.tre	63779at147550.aa.clipkit	877	0.7252	0.7252	0.038
63914at147550.aa.clipkit.FT.tre	63914at147550.aa.clipkit	409	0.7029	0.7029	0.0518
63834at147550.aa.clipkit.FT.tre	63834at147550.aa.clipkit	359	0.6527	0.6527	0.0174
64161at147550.aa.clipkit.FT.tre	64161at147550.aa.clipkit	490	0.7422	0.7422	0.0675
64323at147550.aa.clipkit.FT.tre	64323at147550.aa.clipkit	634	0.7972	0.7972	0.0857
63964at147550.aa.clipkit.FT.tre	63964at147550.aa.clipkit	589	0.7963	0.7963	0.0793
64056at147550.aa.clipkit.FT.tre	64056at147550.aa.clipkit	431	0.6868	0.6868	0.0383
66111at147550.aa.clipkit.FT.tre	66111at147550.aa.clipkit	637	0.7576	0.7576	0.0748
64635at147550.aa.clipkit.FT.tre	64635at147550.aa.clipkit	417	0.7086	0.7086	0.0311
64055at147550.aa.clipkit.FT.tre	64055at147550.aa.clipkit	383	0.7695	0.7695	0.0817
65984at147550.aa.clipkit.FT.tre	65984at147550.aa.clipkit	590	0.7445	0.7445	0.042
65133at147550.aa.clipkit.FT.tre	65133at147550.aa.clipkit	550	0.7746	0.7746	0.0513
64645at147550.aa.clipkit.FT.tre	64645at147550.aa.clipkit	501	0.7693	0.7693	0.0684
64600at147550.aa.clipkit.FT.tre	64600at147550.aa.clipkit	339	0.6469	0.6469	0.0194
65502at147550.aa.clipkit.FT.tre	65502at147550.aa.clipkit	507	0.6899	0.6899	0.0194
64885at147550.aa.clipkit.FT.tre	64885at147550.aa.clipkit	350	0.618	0.618	0.0322
6464at147550.aa.clipkit.FT.tre	6464at147550.aa.clipkit	1188	0.7971	0.7971	0.069
65026at147550.aa.clipkit.FT.tre	65026at147550.aa.clipkit	585	0.8383	0.8383	0.3177
64235at147550.aa.clipkit.FT.tre	64235at147550.aa.clipkit	365	0.6606	0.6606	0.0419
6492at147550.aa.clipkit.FT.tre	6492at147550.aa.clipkit	1191	0.7701	0.7701	0.0486
65145at147550.aa.clipkit.FT.tre	65145at147550.aa.clipkit	782	0.776	0.776	0.0536
64403at147550.aa.clipkit.FT.tre	64403at147550.aa.clipkit	480	0.6983	0.6983	0.0334
65131at147550.aa.clipkit.FT.tre	65131at147550.aa.clipkit	486	0.7298	0.7298	0.0521
6451at147550.aa.clipkit.FT.tre	6451at147550.aa.clipkit	2525	0.8796	0.8796	0.4685
64322at147550.aa.clipkit.FT.tre	64322at147550.aa.clipkit	585	0.7486	0.7486	0.0633
6579at147550.aa.clipkit.FT.tre	6579at147550.aa.clipkit	965	0.8252	0.8252	0.0552
64207at147550.aa.clipkit.FT.tre	64207at147550.aa.clipkit	321	0.6562	0.6562	0.0246
65614at147550.aa.clipkit.FT.tre	65614at147550.aa.clipkit	765	0.786	0.786	0.0965
64310at147550.aa.clipkit.FT.tre	64310at147550.aa.clipkit	489	0.741	0.741	0.0441
64515at147550.aa.clipkit.FT.tre	64515at147550.aa.clipkit	443	0.6715	0.6715	0.0429
6543at147550.aa.clipkit.FT.tre	6543at147550.aa.clipkit	2284	0.9075	0.9075	0.3197
64307at147550.aa.clipkit.FT.tre	64307at147550.aa.clipkit	453	0.7579	0.7579	0.0752
64312at147550.aa.clipkit.FT.tre	64312at147550.aa.clipkit	478	0.7512	0.7512	0.039
65866at147550.aa.clipkit.FT.tre	65866at147550.aa.clipkit	601	0.6747	0.6747	0.0217
65987at147550.aa.clipkit.FT.tre	65987at147550.aa.clipkit	636	0.6861	0.6861	0.1212
65296at147550.aa.clipkit.FT.tre	65296at147550.aa.clipkit	764	0.8183	0.8183	0.3398
65702at147550.aa.clipkit.FT.tre	65702at147550.aa.clipkit	381	0.7109	0.7109	0.0481
6504at147550.aa.clipkit.FT.tre	6504at147550.aa.clipkit	1285	0.7806	0.7806	0.0939
66532at147550.aa.clipkit.FT.tre	66532at147550.aa.clipkit	377	0.6387	0.6387	0.0258
64675at147550.aa.clipkit.FT.tre	64675at147550.aa.clipkit	479	0.7814	0.7814	0.0471
66030at147550.aa.clipkit.FT.tre	66030at147550.aa.clipkit	584	0.6643	0.6643	0.1097
65374at147550.aa.clipkit.FT.tre	65374at147550.aa.clipkit	1023	0.8609	0.8609	0.1491
6444at147550.aa.clipkit.FT.tre	6444at147550.aa.clipkit	1580	0.8256	0.8256	0.0953
65794at147550.aa.clipkit.FT.tre	65794at147550.aa.clipkit	347	0.6284	0.6284	0.0198
6425at147550.aa.clipkit.FT.tre	6425at147550.aa.clipkit	1065	0.7679	0.7679	0.0335
65413at147550.aa.clipkit.FT.tre	65413at147550.aa.clipkit	318	0.7033	0.7033	0.0157
65049at147550.aa.clipkit.FT.tre	65049at147550.aa.clipkit	960	0.793	0.793	0.0692
6601at147550.aa.clipkit.FT.tre	6601at147550.aa.clipkit	1015	0.7675	0.7675	0.0296
66206at147550.aa.clipkit.FT.tre	66206at147550.aa.clipkit	471	0.6989	0.6989	0.0552
65489at147550.aa.clipkit.FT.tre	65489at147550.aa.clipkit	344	0.6318	0.6318	0.0263
66351at147550.aa.clipkit.FT.tre	66351at147550.aa.clipkit	2361	0.8872	0.8872	0.5373
65964at147550.aa.clipkit.FT.tre	65964at147550.aa.clipkit	407	0.6913	0.6913	0.0551
66301at147550.aa.clipkit.FT.tre	66301at147550.aa.clipkit	606	0.8197	0.8197	0.1691
66520at147550.aa.clipkit.FT.tre	66520at147550.aa.clipkit	354	0.6131	0.6131	0.032
66089at147550.aa.clipkit.FT.tre	66089at147550.aa.clipkit	486	0.7495	0.7495	0.0725
6636at147550.aa.clipkit.FT.tre	6636at147550.aa.clipkit	1269	0.8118	0.8118	0.0973
66034at147550.aa.clipkit.FT.tre	66034at147550.aa.clipkit	555	0.6701	0.6701	0.1074
65877at147550.aa.clipkit.FT.tre	65877at147550.aa.clipkit	315	0.685	0.685	0.0535
66439at147550.aa.clipkit.FT.tre	66439at147550.aa.clipkit	704	0.7896	0.7896	0.1092
6650at147550.aa.clipkit.FT.tre	6650at147550.aa.clipkit	1174	0.7385	0.7385	0.0206
64696at147550.aa.clipkit.FT.tre	64696at147550.aa.clipkit	365	0.6705	0.6705	0.0632
65985at147550.aa.clipkit.FT.tre	65985at147550.aa.clipkit	737	0.8029	0.8029	0.1343
66525at147550.aa.clipkit.FT.tre	66525at147550.aa.clipkit	438	0.7734	0.7734	0.1625
6634at147550.aa.clipkit.FT.tre	6634at147550.aa.clipkit	1099	0.7524	0.7524	0.0256
66429at147550.aa.clipkit.FT.tre	66429at147550.aa.clipkit	495	0.7493	0.7493	0.1003
66562at147550.aa.clipkit.FT.tre	66562at147550.aa.clipkit	524	0.6496	0.6496	0.0614
66607at147550.aa.clipkit.FT.tre	66607at147550.aa.clipkit	643	0.7616	0.7616	0.0964
66674at147550.aa.clipkit.FT.tre	66674at147550.aa.clipkit	548	0.8274	0.8274	0.1326
66952at147550.aa.clipkit.FT.tre	66952at147550.aa.clipkit	1121	0.662	0.662	0.0762
6662at147550.aa.clipkit.FT.tre	6662at147550.aa.clipkit	1388	0.7633	0.7633	0.0272
67478at147550.aa.clipkit.FT.tre	67478at147550.aa.clipkit	738	0.6962	0.6962	0.0726
6751at147550.aa.clipkit.FT.tre	6751at147550.aa.clipkit	2014	0.8817	0.8817	0.3321
67321at147550.aa.clipkit.FT.tre	67321at147550.aa.clipkit	466	0.7334	0.7334	0.0569
69055at147550.aa.clipkit.FT.tre	69055at147550.aa.clipkit	1222	0.8536	0.8536	0.4137
67372at147550.aa.clipkit.FT.tre	67372at147550.aa.clipkit	293	0.5987	0.5987	0.0157
66982at147550.aa.clipkit.FT.tre	66982at147550.aa.clipkit	397	0.6648	0.6648	0.0368
68418at147550.aa.clipkit.FT.tre	68418at147550.aa.clipkit	378	0.6235	0.6235	0.0184
68220at147550.aa.clipkit.FT.tre	68220at147550.aa.clipkit	440	0.66	0.66	0.029
68877at147550.aa.clipkit.FT.tre	68877at147550.aa.clipkit	347	0.6763	0.6763	0.0315
67531at147550.aa.clipkit.FT.tre	67531at147550.aa.clipkit	435	0.6579	0.6579	0.0576
67990at147550.aa.clipkit.FT.tre	67990at147550.aa.clipkit	401	0.6818	0.6818	0.019
6719at147550.aa.clipkit.FT.tre	6719at147550.aa.clipkit	1206	0.7648	0.7648	0.0567
67089at147550.aa.clipkit.FT.tre	67089at147550.aa.clipkit	379	0.6373	0.6373	0.0261
66768at147550.aa.clipkit.FT.tre	66768at147550.aa.clipkit	410	0.7287	0.7287	0.066
6922at147550.aa.clipkit.FT.tre	6922at147550.aa.clipkit	1037	0.8533	0.8533	0.6068
67685at147550.aa.clipkit.FT.tre	67685at147550.aa.clipkit	921	0.7717	0.7717	0.0788
68042at147550.aa.clipkit.FT.tre	68042at147550.aa.clipkit	969	0.7854	0.7854	0.0574
67597at147550.aa.clipkit.FT.tre	67597at147550.aa.clipkit	586	0.7233	0.7233	0.0518
68222at147550.aa.clipkit.FT.tre	68222at147550.aa.clipkit	429	0.7501	0.7501	0.0515
68614at147550.aa.clipkit.FT.tre	68614at147550.aa.clipkit	322	0.6401	0.6401	0.0138
68683at147550.aa.clipkit.FT.tre	68683at147550.aa.clipkit	437	0.6708	0.6708	0.0204
69019at147550.aa.clipkit.FT.tre	69019at147550.aa.clipkit	440	0.688	0.688	0.0391
67658at147550.aa.clipkit.FT.tre	67658at147550.aa.clipkit	388	0.6772	0.6772	0.0325
68229at147550.aa.clipkit.FT.tre	68229at147550.aa.clipkit	264	0.6528	0.6528	0.0115
68939at147550.aa.clipkit.FT.tre	68939at147550.aa.clipkit	559	0.7194	0.7194	0.0553
69123at147550.aa.clipkit.FT.tre	69123at147550.aa.clipkit	437	0.6904	0.6904	0.0441
68787at147550.aa.clipkit.FT.tre	68787at147550.aa.clipkit	428	0.6592	0.6592	0.0275
69109at147550.aa.clipkit.FT.tre	69109at147550.aa.clipkit	408	0.7723	0.7723	0.1451
68469at147550.aa.clipkit.FT.tre	68469at147550.aa.clipkit	878	0.8266	0.8266	0.1331
68306at147550.aa.clipkit.FT.tre	68306at147550.aa.clipkit	385	0.6742	0.6742	0.0274
67814at147550.aa.clipkit.FT.tre	67814at147550.aa.clipkit	545	0.7752	0.7752	0.0472
67241at147550.aa.clipkit.FT.tre	67241at147550.aa.clipkit	404	0.6672	0.6672	0.0263
69222at147550.aa.clipkit.FT.tre	69222at147550.aa.clipkit	849	0.7872	0.7872	0.1341
68281at147550.aa.clipkit.FT.tre	68281at147550.aa.clipkit	350	0.7188	0.7188	0.0859
67541at147550.aa.clipkit.FT.tre	67541at147550.aa.clipkit	425	0.7771	0.7771	0.06
68791at147550.aa.clipkit.FT.tre	68791at147550.aa.clipkit	500	0.8217	0.8217	0.1936
67111at147550.aa.clipkit.FT.tre	67111at147550.aa.clipkit	390	0.6616	0.6616	0.0324
68794at147550.aa.clipkit.FT.tre	68794at147550.aa.clipkit	517	0.7589	0.7589	0.1227
68329at147550.aa.clipkit.FT.tre	68329at147550.aa.clipkit	453	0.7194	0.7194	0.0397
68680at147550.aa.clipkit.FT.tre	68680at147550.aa.clipkit	462	0.7048	0.7048	0.0432
69050at147550.aa.clipkit.FT.tre	69050at147550.aa.clipkit	1330	0.8252	0.8252	0.392
69482at147550.aa.clipkit.FT.tre	69482at147550.aa.clipkit	497	0.7268	0.7268	0.1081
69338at147550.aa.clipkit.FT.tre	69338at147550.aa.clipkit	405	0.7096	0.7096	0.0622
68976at147550.aa.clipkit.FT.tre	68976at147550.aa.clipkit	743	0.7745	0.7745	0.1423
68567at147550.aa.clipkit.FT.tre	68567at147550.aa.clipkit	419	0.6521	0.6521	0.035
69240at147550.aa.clipkit.FT.tre	69240at147550.aa.clipkit	526	0.7918	0.7918	0.0807
6961at147550.aa.clipkit.FT.tre	6961at147550.aa.clipkit	1298	0.8327	0.8327	0.0541
69141at147550.aa.clipkit.FT.tre	69141at147550.aa.clipkit	456	0.7498	0.7498	0.0507
68716at147550.aa.clipkit.FT.tre	68716at147550.aa.clipkit	651	0.7649	0.7649	0.1403
67299at147550.aa.clipkit.FT.tre	67299at147550.aa.clipkit	835	0.7731	0.7731	0.2554
69481at147550.aa.clipkit.FT.tre	69481at147550.aa.clipkit	445	0.6656	0.6656	0.046
69382at147550.aa.clipkit.FT.tre	69382at147550.aa.clipkit	652	0.7296	0.7296	0.0509
69159at147550.aa.clipkit.FT.tre	69159at147550.aa.clipkit	488	0.6725	0.6725	0.0209
69901at147550.aa.clipkit.FT.tre	69901at147550.aa.clipkit	405	0.634	0.634	0.0187
69340at147550.aa.clipkit.FT.tre	69340at147550.aa.clipkit	498	0.7396	0.7396	0.067
69289at147550.aa.clipkit.FT.tre	69289at147550.aa.clipkit	321	0.6839	0.6839	0.0079
69484at147550.aa.clipkit.FT.tre	69484at147550.aa.clipkit	318	0.6749	0.6749	0.0486
68832at147550.aa.clipkit.FT.tre	68832at147550.aa.clipkit	338	0.6547	0.6547	0.0178
69701at147550.aa.clipkit.FT.tre	69701at147550.aa.clipkit	435	0.7488	0.7488	0.0528
69966at147550.aa.clipkit.FT.tre	69966at147550.aa.clipkit	662	0.7893	0.7893	0.0899
70066at147550.aa.clipkit.FT.tre	70066at147550.aa.clipkit	841	0.8302	0.8302	0.1136
70047at147550.aa.clipkit.FT.tre	70047at147550.aa.clipkit	497	0.7808	0.7808	0.2503
70065at147550.aa.clipkit.FT.tre	70065at147550.aa.clipkit	663	0.7572	0.7572	0.0539
70533at147550.aa.clipkit.FT.tre	70533at147550.aa.clipkit	281	0.6909	0.6909	0.0219
70530at147550.aa.clipkit.FT.tre	70530at147550.aa.clipkit	517	0.787	0.787	0.1192
7088at147550.aa.clipkit.FT.tre	7088at147550.aa.clipkit	1079	0.8554	0.8554	0.2618
71320at147550.aa.clipkit.FT.tre	71320at147550.aa.clipkit	669	0.7811	0.7811	0.1133
70828at147550.aa.clipkit.FT.tre	70828at147550.aa.clipkit	541	0.8504	0.8504	0.234
70935at147550.aa.clipkit.FT.tre	70935at147550.aa.clipkit	283	0.6325	0.6325	0.0182
70329at147550.aa.clipkit.FT.tre	70329at147550.aa.clipkit	350	0.7106	0.7106	0.0536
70434at147550.aa.clipkit.FT.tre	70434at147550.aa.clipkit	787	0.8091	0.8091	0.218
7049at147550.aa.clipkit.FT.tre	7049at147550.aa.clipkit	907	0.7258	0.7258	0.029
70636at147550.aa.clipkit.FT.tre	70636at147550.aa.clipkit	598	0.7894	0.7894	0.095
71525at147550.aa.clipkit.FT.tre	71525at147550.aa.clipkit	338	0.6502	0.6502	0.0371
70861at147550.aa.clipkit.FT.tre	70861at147550.aa.clipkit	289	0.6476	0.6476	0.0208
70293at147550.aa.clipkit.FT.tre	70293at147550.aa.clipkit	450	0.68	0.68	0.0393
71400at147550.aa.clipkit.FT.tre	71400at147550.aa.clipkit	374	0.7918	0.7918	0.1724
71395at147550.aa.clipkit.FT.tre	71395at147550.aa.clipkit	337	0.6606	0.6606	0.0509
71998at147550.aa.clipkit.FT.tre	71998at147550.aa.clipkit	816	0.69	0.69	0.0864
71100at147550.aa.clipkit.FT.tre	71100at147550.aa.clipkit	301	0.6201	0.6201	0.028
71466at147550.aa.clipkit.FT.tre	71466at147550.aa.clipkit	275	0.6745	0.6745	0.0432
70909at147550.aa.clipkit.FT.tre	70909at147550.aa.clipkit	664	0.7053	0.7053	0.1834
70150at147550.aa.clipkit.FT.tre	70150at147550.aa.clipkit	391	0.7328	0.7328	0.0555
70235at147550.aa.clipkit.FT.tre	70235at147550.aa.clipkit	321	0.6616	0.6616	0.033
72224at147550.aa.clipkit.FT.tre	72224at147550.aa.clipkit	459	0.7099	0.7099	0.0279
7200at147550.aa.clipkit.FT.tre	7200at147550.aa.clipkit	1253	0.7587	0.7587	0.0238
70247at147550.aa.clipkit.FT.tre	70247at147550.aa.clipkit	825	0.8249	0.8249	0.2171
7122at147550.aa.clipkit.FT.tre	7122at147550.aa.clipkit	1709	0.8529	0.8529	0.292
70642at147550.aa.clipkit.FT.tre	70642at147550.aa.clipkit	835	0.8347	0.8347	0.1001
72213at147550.aa.clipkit.FT.tre	72213at147550.aa.clipkit	410	0.7466	0.7466	0.0779
71163at147550.aa.clipkit.FT.tre	71163at147550.aa.clipkit	430	0.693	0.693	0.0797
71617at147550.aa.clipkit.FT.tre	71617at147550.aa.clipkit	345	0.6538	0.6538	0.0081
71032at147550.aa.clipkit.FT.tre	71032at147550.aa.clipkit	373	0.6703	0.6703	0.0403
71495at147550.aa.clipkit.FT.tre	71495at147550.aa.clipkit	327	0.7868	0.7868	0.0252
72216at147550.aa.clipkit.FT.tre	72216at147550.aa.clipkit	421	0.7275	0.7275	0.075
71232at147550.aa.clipkit.FT.tre	71232at147550.aa.clipkit	293	0.6027	0.6027	0.0165
72102at147550.aa.clipkit.FT.tre	72102at147550.aa.clipkit	459	0.7772	0.7772	0.1849
7133at147550.aa.clipkit.FT.tre	7133at147550.aa.clipkit	1083	0.6931	0.6931	0.0162
71062at147550.aa.clipkit.FT.tre	71062at147550.aa.clipkit	510	0.7238	0.7238	0.0422
71700at147550.aa.clipkit.FT.tre	71700at147550.aa.clipkit	251	0.6216	0.6216	0.0028
71522at147550.aa.clipkit.FT.tre	71522at147550.aa.clipkit	312	0.6807	0.6807	0.0384
71443at147550.aa.clipkit.FT.tre	71443at147550.aa.clipkit	463	0.7087	0.7087	0.0979
72215at147550.aa.clipkit.FT.tre	72215at147550.aa.clipkit	323	0.7433	0.7433	0.0474
70622at147550.aa.clipkit.FT.tre	70622at147550.aa.clipkit	290	0.6409	0.6409	0.014
71202at147550.aa.clipkit.FT.tre	71202at147550.aa.clipkit	381	0.7063	0.7063	0.0411
72121at147550.aa.clipkit.FT.tre	72121at147550.aa.clipkit	604	0.7661	0.7661	0.1731
72247at147550.aa.clipkit.FT.tre	72247at147550.aa.clipkit	283	0.6287	0.6287	0.0065
72130at147550.aa.clipkit.FT.tre	72130at147550.aa.clipkit	502	0.8222	0.8222	0.107
7134at147550.aa.clipkit.FT.tre	7134at147550.aa.clipkit	993	0.694	0.694	0.0222
7077at147550.aa.clipkit.FT.tre	7077at147550.aa.clipkit	966	0.6669	0.6669	0.0122
70930at147550.aa.clipkit.FT.tre	70930at147550.aa.clipkit	650	0.726	0.726	0.0959
71310at147550.aa.clipkit.FT.tre	71310at147550.aa.clipkit	481	0.6725	0.6725	0.0368
72298at147550.aa.clipkit.FT.tre	72298at147550.aa.clipkit	983	0.7644	0.7644	0.1311
71402at147550.aa.clipkit.FT.tre	71402at147550.aa.clipkit	332	0.6596	0.6596	0.017
716at147550.aa.clipkit.FT.tre	716at147550.aa.clipkit	2829	0.8506	0.8506	0.0675
71120at147550.aa.clipkit.FT.tre	71120at147550.aa.clipkit	345	0.6821	0.6821	0.025
72304at147550.aa.clipkit.FT.tre	72304at147550.aa.clipkit	359	0.7486	0.7486	0.0386
71691at147550.aa.clipkit.FT.tre	71691at147550.aa.clipkit	620	0.8181	0.8181	0.2261
71509at147550.aa.clipkit.FT.tre	71509at147550.aa.clipkit	403	0.6741	0.6741	0.0252
72343at147550.aa.clipkit.FT.tre	72343at147550.aa.clipkit	340	0.6629	0.6629	0.0263
72333at147550.aa.clipkit.FT.tre	72333at147550.aa.clipkit	488	0.7133	0.7133	0.1422
72344at147550.aa.clipkit.FT.tre	72344at147550.aa.clipkit	364	0.7356	0.7356	0.0718
72357at147550.aa.clipkit.FT.tre	72357at147550.aa.clipkit	716	0.7934	0.7934	0.0843
72366at147550.aa.clipkit.FT.tre	72366at147550.aa.clipkit	970	0.8374	0.8374	0.0796
72397at147550.aa.clipkit.FT.tre	72397at147550.aa.clipkit	356	0.6758	0.6758	0.0512
